salary,work_accident,satisfaction_level,time_spend_company,average_montly_hours,left
medium,0,0.69,3,141,0
low,0,0.69,3,226,0
medium,0,0.86,3,230,0
low,0,0.54,3,196,0
medium,0,0.4,5,181,0
low,0,0.42,3,134,1
low,0,0.81,5,230,1
medium,0,0.59,2,185,0
low,1,0.73,2,145,0
low,1,0.73,2,253,0
medium,0,0.98,3,157,0
medium,0,0.42,2,240,0
low,0,0.76,5,237,1
low,0,0.99,5,152,0
low,0,0.83,3,170,0
low,0,0.72,4,218,0
medium,0,0.61,2,238,0
medium,0,0.61,3,269,0
high,0,0.65,2,230,0
low,0,0.24,5,155,0
low,0,0.43,3,129,1
low,0,0.94,3,255,0
low,0,0.67,2,203,0
medium,0,0.37,3,152,1
medium,0,0.23,5,150,0
low,0,0.95,2,153,0
medium,0,0.68,2,250,0
high,0,0.8,3,212,0
low,1,0.62,3,221,0
low,0,0.45,3,152,1
low,0,0.45,3,140,1
medium,1,0.57,5,149,0
medium,1,0.66,3,156,0
medium,0,0.74,2,230,0
medium,0,0.9,3,163,0
low,0,0.84,3,118,0
medium,0,0.2,4,189,0
low,0,0.63,3,245,0
medium,0,0.99,2,229,0
low,0,0.51,2,227,0
low,0,0.8,2,241,0
medium,0,0.88,3,135,0
medium,1,0.52,2,218,0
low,0,0.83,7,255,0
low,0,0.81,2,198,0
low,1,0.91,3,144,0
medium,1,0.71,3,163,0
medium,0,0.54,2,257,0
medium,0,0.63,3,233,0
medium,0,0.15,3,238,0
medium,0,0.54,3,157,0
medium,0,0.81,3,247,0
low,0,0.63,3,234,0
low,0,0.11,4,305,1
medium,0,0.62,2,240,0
low,0,0.36,3,151,0
low,0,0.38,3,141,1
medium,0,0.74,3,265,0
low,0,0.94,2,192,0
medium,0,0.57,6,275,1
medium,0,0.5,2,240,0
high,0,0.63,3,268,0
low,0,0.98,3,202,0
medium,0,0.74,5,226,1
low,0,0.74,3,275,0
medium,0,0.35,3,119,0
low,0,0.6,6,145,0
medium,0,0.72,6,143,0
low,1,0.37,3,154,1
low,0,0.72,4,270,0
low,0,0.93,3,219,0
low,0,0.57,3,205,0
low,0,0.89,3,146,0
medium,0,0.91,3,152,0
low,0,0.46,3,213,0
low,0,0.94,3,222,0
medium,0,0.92,3,246,0
low,1,0.96,5,233,0
low,1,0.66,8,235,0
medium,0,0.31,4,200,0
high,0,0.74,2,220,0
medium,0,0.09,4,265,1
low,0,0.15,3,167,0
medium,0,0.92,4,245,0
low,0,0.56,2,264,0
low,0,0.96,5,260,0
low,1,0.63,3,200,0
medium,0,0.87,3,217,0
high,0,0.18,3,206,0
medium,0,0.66,3,161,0
medium,0,0.59,4,203,0
low,0,1.0,6,193,0
medium,0,0.12,3,277,0
medium,0,0.74,2,258,0
medium,0,0.52,4,245,0
high,0,0.8,4,264,0
high,0,0.66,3,263,0
low,0,0.78,2,144,0
medium,1,0.83,2,182,0
medium,0,0.52,5,108,0
medium,1,0.63,2,217,0
medium,0,0.11,4,245,1
low,0,0.36,3,157,1
low,0,0.83,2,257,0
medium,1,0.9,3,263,0
low,0,0.3,2,176,0
medium,0,0.43,3,149,1
medium,0,0.71,5,132,0
medium,0,0.69,6,247,0
low,0,0.75,6,284,0
low,1,0.82,2,285,0
low,0,0.74,4,169,0
low,0,0.81,5,241,1
medium,0,0.26,6,183,0
medium,1,0.39,8,100,0
medium,0,0.59,6,179,0
medium,0,0.91,3,145,0
medium,1,0.99,6,97,0
medium,0,0.48,3,134,0
low,0,0.5,2,192,0
low,0,0.48,5,196,0
low,0,0.69,2,215,0
low,1,0.77,2,173,0
medium,0,0.74,6,125,0
low,0,0.56,3,163,0
medium,1,0.94,2,251,0
low,0,0.61,2,171,0
low,0,0.5,4,229,0
medium,1,0.78,3,155,0
low,1,0.55,2,179,0
low,0,0.87,6,262,1
medium,0,0.44,3,146,1
medium,0,0.83,3,232,0
low,0,0.11,4,260,1
low,0,0.62,6,250,0
high,0,0.46,3,275,0
low,0,0.5,2,212,0
low,0,0.61,5,181,0
medium,0,0.85,4,164,0
low,0,0.72,3,216,0
low,0,0.66,6,161,0
medium,0,0.49,4,168,0
low,0,0.91,3,212,0
low,0,0.78,4,155,0
low,1,0.94,2,229,0
low,0,0.43,3,157,1
low,0,0.64,3,246,0
low,0,0.91,2,210,0
low,0,0.76,3,223,0
low,0,0.63,5,206,0
low,0,0.74,3,131,0
medium,0,0.94,3,170,0
low,0,0.85,2,255,0
medium,1,0.56,3,201,0
medium,0,0.75,4,199,0
medium,0,0.93,3,158,0
low,0,0.72,6,257,0
low,0,0.75,2,133,0
medium,0,0.11,4,290,1
high,0,0.49,7,104,0
medium,0,0.5,4,229,0
low,0,0.72,5,223,1
medium,1,0.78,3,261,0
medium,1,0.6,3,245,0
medium,0,0.75,3,195,0
medium,0,0.55,3,191,0
medium,0,0.94,4,166,0
medium,0,0.9,4,239,0
high,0,0.39,2,135,0
medium,0,1.0,4,274,0
low,0,0.91,6,262,1
medium,0,0.11,5,308,1
medium,0,0.41,10,221,0
medium,0,0.92,4,243,0
low,0,0.96,3,148,0
medium,0,0.88,3,144,0
low,0,0.94,2,151,0
medium,0,0.85,3,251,0
medium,0,0.54,3,221,0
medium,0,0.82,2,160,0
medium,0,0.11,4,247,1
low,0,0.51,3,241,0
high,0,0.77,6,204,0
medium,0,0.93,2,225,0
medium,0,0.47,5,190,0
medium,0,0.92,2,258,0
low,0,0.17,5,171,0
low,0,0.82,3,202,0
medium,0,0.18,3,165,0
low,0,0.94,5,217,0
low,1,0.93,3,200,0
medium,0,0.61,2,104,0
low,0,0.95,3,201,0
medium,0,0.88,4,184,0
low,0,0.41,3,145,1
medium,0,0.85,6,264,1
medium,1,0.75,3,186,0
medium,0,0.61,3,153,0
low,0,0.69,3,233,0
medium,0,0.74,3,176,0
medium,1,0.71,8,208,0
low,0,0.47,4,241,0
medium,0,0.7,3,224,0
medium,0,0.93,2,143,0
medium,1,0.91,3,158,0
low,0,0.52,3,184,0
low,0,0.59,4,156,1
medium,1,0.5,2,165,0
low,0,0.42,3,129,1
medium,1,0.3,4,171,0
low,0,0.99,4,136,0
high,0,0.82,4,148,0
medium,0,0.83,3,139,0
medium,1,0.9,2,218,0
medium,0,0.83,5,273,1
low,0,0.76,2,172,0
medium,0,0.57,3,206,0
low,0,0.2,4,236,0
low,1,0.69,2,245,0
low,0,0.63,2,227,0
low,0,0.96,3,247,0
medium,0,0.85,3,184,0
low,0,0.91,2,167,0
low,0,0.6,2,144,0
low,1,0.18,6,187,0
medium,0,0.5,3,220,0
low,0,0.97,2,203,0
low,0,0.4,3,151,1
medium,1,0.68,4,166,0
medium,0,1.0,3,178,0
low,0,0.67,3,136,0
medium,0,0.66,5,194,0
medium,0,0.97,2,242,0
low,0,0.42,3,128,1
medium,0,0.85,3,255,0
low,0,0.65,3,227,0
medium,0,0.32,5,184,0
low,0,0.7,4,114,0
low,0,0.7,3,241,0
high,1,0.94,2,142,0
medium,0,0.72,4,244,0
low,0,0.52,3,183,0
low,0,0.67,4,192,0
low,0,0.41,3,128,1
medium,1,0.93,3,201,0
low,0,0.81,2,198,0
medium,0,0.87,2,248,0
medium,0,0.94,5,239,0
low,0,0.39,3,127,1
low,0,0.66,2,191,0
low,0,0.95,2,223,0
medium,0,0.62,3,195,0
low,0,0.77,7,170,0
medium,0,0.94,3,211,0
low,0,0.4,3,151,1
low,0,0.88,2,139,0
low,0,0.11,4,308,1
medium,0,0.16,5,277,1
low,0,0.57,2,247,0
low,1,0.49,2,264,0
low,0,0.8,5,274,1
medium,1,0.92,3,259,0
low,0,0.84,3,164,0
medium,0,0.98,4,253,0
medium,1,0.76,5,223,1
medium,0,0.54,7,190,0
medium,0,0.89,2,224,0
medium,0,0.49,3,188,0
low,0,0.95,2,148,0
low,0,0.35,3,155,0
low,0,0.79,3,176,0
low,0,0.77,2,181,0
low,0,0.32,5,194,0
low,0,0.91,6,251,1
medium,0,0.1,4,292,1
low,0,0.64,3,133,0
medium,0,0.52,2,112,0
low,0,0.94,3,250,0
low,0,0.66,2,168,0
low,0,0.4,3,155,1
medium,0,0.57,4,167,0
low,0,0.81,2,134,0
low,1,0.96,2,170,0
medium,0,0.1,4,309,1
low,0,0.4,3,144,1
medium,0,0.22,2,106,0
low,0,0.64,2,221,0
high,1,0.91,4,147,0
medium,1,0.79,2,101,0
low,0,0.84,2,216,0
low,0,0.86,2,242,0
medium,0,0.76,10,169,0
low,0,0.86,5,265,1
low,0,0.7,2,131,0
medium,0,0.64,2,150,0
medium,0,0.98,2,154,0
low,0,0.24,5,203,0
low,0,0.6,2,173,0
medium,0,0.98,4,286,0
medium,1,0.88,2,200,0
low,0,0.44,3,158,1
low,0,0.86,6,246,1
medium,0,0.4,3,137,1
low,1,0.61,4,146,0
medium,0,0.96,2,166,0
medium,0,0.43,3,156,0
low,0,0.76,5,219,1
medium,0,0.35,2,281,0
medium,0,0.86,2,275,0
medium,0,0.78,3,158,0
low,0,0.91,3,179,0
medium,0,0.43,3,155,1
medium,1,0.96,2,182,0
low,1,0.85,3,260,1
low,0,0.17,5,280,0
low,0,0.14,3,238,0
medium,0,0.44,3,137,1
low,0,0.89,4,122,0
low,0,0.78,4,150,0
low,0,0.33,3,260,0
medium,1,0.52,2,146,0
medium,0,0.44,3,128,1
low,0,0.37,3,149,1
low,1,0.58,3,145,0
medium,1,0.91,5,265,1
medium,0,0.41,3,127,1
medium,1,0.2,4,156,0
medium,0,0.79,2,162,0
medium,0,0.41,2,236,0
medium,1,0.65,2,269,0
low,0,0.83,2,257,0
medium,0,0.86,3,159,0
low,1,0.83,6,187,0
high,0,0.37,3,151,1
low,1,0.96,5,160,0
medium,0,0.58,4,178,0
low,0,0.3,3,119,0
medium,0,0.72,4,224,0
medium,0,0.46,3,151,1
low,1,0.42,3,143,1
high,0,0.45,3,129,1
low,0,0.73,2,148,0
low,0,0.83,3,149,0
medium,0,0.78,3,161,0
medium,0,0.85,2,217,0
medium,1,0.77,3,268,0
medium,0,0.62,3,187,0
low,0,0.44,3,149,1
low,0,0.5,2,239,0
low,0,0.1,5,297,1
low,1,0.73,2,260,0
low,0,0.49,3,266,0
low,0,0.83,3,241,0
medium,0,0.39,3,131,1
low,0,0.54,4,157,0
low,1,0.63,2,208,0
low,1,0.43,3,278,0
low,0,0.91,2,253,0
low,0,0.59,4,147,0
medium,0,0.56,2,143,0
medium,1,0.85,2,272,0
medium,0,0.49,3,181,0
high,0,0.64,2,198,0
medium,0,0.57,3,251,0
low,0,0.95,3,244,0
low,0,0.35,2,142,0
low,0,0.31,4,193,0
low,0,0.73,4,215,0
medium,0,0.87,3,189,0
low,0,0.15,4,277,0
low,1,0.59,3,245,0
low,0,0.85,5,270,1
low,1,0.6,4,237,0
low,0,0.1,4,258,1
medium,0,0.93,3,212,0
medium,0,0.17,4,280,0
low,1,0.73,3,236,0
high,0,0.93,5,202,0
low,0,0.69,3,243,0
medium,0,0.83,5,237,1
medium,0,0.77,3,191,0
low,0,0.73,3,165,0
medium,0,0.99,2,210,0
medium,0,0.18,5,154,0
low,1,0.7,3,198,0
low,1,0.86,3,208,0
low,0,0.31,5,235,1
low,0,0.75,2,222,0
low,1,0.86,3,237,0
high,0,0.62,3,256,0
low,0,0.18,5,160,0
low,1,0.89,2,274,0
medium,0,0.61,2,236,0
low,0,0.98,3,239,0
low,1,0.55,2,181,0
medium,0,0.57,3,206,0
medium,0,0.83,2,249,0
medium,0,0.94,2,140,0
medium,0,0.95,4,210,0
medium,0,0.57,3,195,0
medium,1,0.56,2,192,0
low,1,0.59,4,251,0
low,0,0.11,4,276,1
high,0,0.5,2,267,0
low,0,0.85,4,170,0
medium,0,0.96,3,148,0
low,0,0.55,3,179,0
low,0,0.5,3,147,0
low,0,0.7,3,260,0
low,0,0.66,3,260,0
low,0,0.1,4,269,1
low,0,0.85,4,228,0
low,0,0.67,3,180,0
medium,0,0.94,3,155,0
low,0,0.7,3,269,0
medium,0,0.43,3,147,1
low,0,0.79,4,222,0
low,0,0.43,3,156,1
low,1,0.56,4,229,0
low,1,0.8,3,146,0
low,0,0.44,3,132,1
medium,0,0.55,2,152,0
medium,0,0.76,3,189,0
medium,0,0.81,5,242,1
medium,1,0.71,3,224,0
low,0,0.1,4,246,1
low,0,0.6,4,104,0
low,0,0.75,5,276,1
low,0,0.77,3,161,0
medium,0,0.86,3,166,0
medium,0,0.84,2,269,0
low,0,0.68,2,264,0
medium,0,0.53,2,251,0
low,0,0.5,3,234,0
medium,0,0.5,3,256,0
low,1,0.59,3,221,0
low,0,0.92,2,212,0
low,0,0.51,2,204,0
low,0,0.38,3,156,1
high,1,0.14,3,138,0
low,1,0.71,3,193,0
low,0,0.73,3,265,0
medium,0,0.13,5,148,0
medium,0,0.5,3,255,0
high,0,0.85,3,203,0
medium,0,0.83,3,210,0
low,0,0.81,3,179,0
high,0,0.2,4,258,0
low,1,0.47,5,255,0
medium,0,0.7,4,257,0
low,0,0.46,3,140,1
medium,0,0.77,3,256,0
low,0,0.2,5,101,0
low,0,0.23,6,149,0
low,0,0.64,3,177,0
medium,0,0.96,4,142,0
low,0,0.19,4,192,1
medium,0,0.19,6,269,0
medium,0,0.82,3,196,0
low,1,0.69,3,222,0
medium,0,0.56,2,154,0
high,0,0.53,2,219,0
low,0,0.39,3,158,1
high,1,0.23,4,258,0
low,1,0.69,2,232,0
low,0,0.84,3,98,0
medium,0,0.58,3,182,0
low,0,0.43,3,150,1
medium,0,0.79,3,236,0
low,0,0.53,2,240,0
medium,0,0.11,4,272,1
low,0,0.58,5,203,0
low,0,0.65,2,207,0
medium,1,0.76,4,275,0
medium,0,0.99,3,170,0
low,1,0.59,3,219,0
medium,0,0.21,7,285,0
medium,1,0.82,7,178,0
low,0,0.96,4,196,0
low,0,0.09,5,295,1
low,1,0.23,4,197,0
medium,0,0.49,2,202,0
low,0,0.18,4,147,0
high,0,0.62,2,266,0
low,0,0.74,3,285,0
low,0,0.78,3,102,0
medium,1,0.54,3,203,0
low,1,0.54,4,161,0
low,0,0.58,3,218,0
medium,0,0.71,2,216,0
medium,1,0.73,4,254,0
low,0,0.96,6,202,0
medium,0,0.33,3,127,0
low,0,0.45,3,149,1
medium,0,0.11,4,310,1
medium,0,0.59,2,235,0
medium,0,0.41,3,152,1
low,0,0.57,2,177,0
medium,0,0.98,3,150,0
medium,0,0.51,3,269,0
low,0,0.58,3,215,0
low,0,0.63,3,178,0
low,0,0.74,3,216,1
medium,0,0.98,4,239,0
low,0,0.94,3,148,0
low,1,0.95,3,204,0
low,0,0.41,3,138,1
medium,0,0.96,3,222,0
medium,0,0.46,3,121,0
low,0,0.87,3,259,0
low,1,0.76,3,148,0
low,0,0.57,2,200,0
low,0,0.9,3,221,0
medium,0,0.8,3,234,0
low,0,0.42,3,134,1
medium,0,0.84,4,144,0
medium,0,0.85,6,272,1
medium,0,0.42,3,227,0
low,0,0.5,3,135,0
low,1,0.72,4,143,0
medium,1,0.7,3,235,0
low,0,0.83,3,149,0
medium,0,0.44,2,253,0
medium,1,0.77,3,159,0
low,0,0.91,3,146,0
medium,0,0.37,3,145,1
low,0,0.74,3,170,0
low,0,0.92,3,208,0
medium,0,0.74,3,113,0
medium,0,0.49,3,173,0
low,0,0.52,2,163,0
medium,0,0.56,2,153,0
medium,0,0.4,3,149,1
low,0,0.89,3,239,0
medium,0,0.86,5,232,1
low,0,0.91,3,163,0
low,0,0.76,5,245,1
medium,1,0.87,3,229,0
low,0,0.91,3,211,0
low,0,0.2,4,218,0
medium,0,0.58,3,255,0
medium,0,0.51,3,245,0
high,0,0.55,3,260,0
low,0,0.91,3,143,0
high,0,0.52,3,203,0
medium,0,0.43,3,147,1
low,0,0.99,2,224,0
low,0,0.52,3,246,0
medium,0,0.99,3,140,0
medium,0,0.56,2,208,0
low,0,0.37,3,142,1
low,0,0.48,2,140,0
high,0,0.46,4,256,0
low,0,0.86,4,209,0
low,0,0.78,3,184,0
medium,0,0.87,5,240,1
low,0,0.95,2,259,0
low,0,1.0,2,186,0
high,0,0.43,3,136,1
medium,0,1.0,2,132,0
low,0,0.61,4,225,0
medium,0,0.29,4,249,1
medium,0,0.63,2,179,1
medium,0,0.68,3,270,0
high,1,0.98,2,250,0
medium,1,0.41,2,274,0
high,0,0.64,4,253,0
low,0,0.83,3,225,0
medium,1,0.61,2,182,0
medium,0,0.88,4,152,0
medium,0,0.11,4,264,1
low,0,0.62,3,172,0
medium,0,0.81,3,177,0
low,0,0.88,2,226,0
medium,0,0.66,2,254,0
medium,1,0.57,3,236,0
low,0,0.77,5,221,0
medium,0,0.54,3,211,0
low,0,0.41,3,153,1
low,0,1.0,4,106,0
high,0,0.1,4,286,1
low,0,0.92,3,176,0
medium,0,0.55,3,226,0
low,0,0.58,4,173,0
low,0,0.66,4,169,0
low,0,0.67,4,145,0
medium,0,0.99,2,255,0
low,0,0.51,3,110,0
low,0,0.96,3,248,0
low,0,0.55,4,232,0
medium,1,0.54,2,184,0
low,0,0.57,3,231,0
high,0,0.61,10,230,0
low,0,0.64,2,212,0
medium,0,0.4,3,147,1
medium,0,0.23,6,163,0
low,0,0.1,5,271,1
high,0,0.5,4,175,0
low,0,0.54,2,182,0
medium,1,0.57,3,186,0
medium,0,0.8,5,267,1
medium,0,0.37,3,155,1
medium,0,0.73,8,245,0
low,1,0.61,2,185,0
high,0,0.64,2,246,0
low,0,0.84,3,263,0
medium,1,0.79,2,113,0
low,0,0.41,3,150,1
medium,0,0.55,4,219,0
medium,0,0.57,4,224,0
medium,0,0.67,2,137,0
low,0,0.34,4,118,0
medium,0,0.61,4,238,0
low,0,0.39,3,127,1
low,0,0.11,4,295,1
low,0,0.61,3,191,0
low,0,0.84,5,239,1
low,0,0.73,3,181,0
medium,0,0.42,3,155,1
medium,0,0.66,3,239,0
medium,1,0.68,3,176,0
low,0,0.44,3,153,1
low,1,0.71,2,231,0
low,0,0.93,2,233,0
low,1,0.83,2,179,0
medium,0,0.84,2,149,0
medium,0,0.1,4,291,1
low,0,0.52,4,159,0
medium,0,0.43,3,153,1
low,0,0.41,3,138,1
medium,0,0.89,5,255,1
low,1,1.0,4,202,0
low,0,0.78,3,168,0
medium,0,0.54,3,166,0
medium,0,0.44,7,125,0
low,1,0.18,5,209,0
medium,0,0.32,4,179,0
low,0,0.59,3,162,0
medium,1,0.37,3,138,1
medium,0,0.51,6,198,0
low,0,0.24,5,208,0
low,0,0.67,3,235,0
medium,1,0.5,3,256,0
medium,0,0.99,5,174,0
medium,0,0.67,5,166,1
medium,0,0.86,5,270,1
medium,0,0.72,3,169,1
medium,0,0.59,4,261,0
medium,0,0.37,3,131,1
low,1,0.5,3,214,0
low,0,0.63,2,248,0
medium,0,0.86,3,165,0
high,0,0.56,3,245,0
medium,0,0.63,3,183,0
low,1,0.59,2,169,0
low,0,0.1,4,249,1
medium,0,0.84,6,262,1
medium,1,0.8,3,246,0
medium,0,0.92,3,156,0
high,0,0.58,2,262,0
medium,0,0.99,2,229,0
medium,0,0.91,3,248,0
medium,0,0.55,4,243,0
low,0,0.77,2,281,0
medium,0,0.64,3,222,0
low,0,0.99,3,219,0
low,0,0.87,5,252,0
low,1,0.85,3,184,0
low,1,0.48,5,105,0
high,0,0.78,3,253,0
medium,0,0.9,4,252,0
medium,0,0.24,5,217,0
low,0,0.36,3,136,1
medium,1,0.14,4,281,0
low,0,0.8,6,240,1
low,0,0.37,3,140,1
medium,0,0.1,4,290,1
low,1,0.57,2,214,0
high,0,0.14,2,122,0
medium,0,0.52,3,144,0
medium,1,0.84,3,181,0
high,0,0.9,5,254,1
low,1,0.72,2,226,0
medium,0,0.36,3,143,1
low,0,0.31,2,138,0
medium,0,0.34,2,158,0
medium,0,0.54,5,249,0
high,1,0.14,4,275,0
low,0,0.84,5,261,0
low,0,0.83,3,274,0
medium,0,0.63,2,265,0
medium,0,0.84,2,265,0
low,0,0.51,4,222,0
medium,0,0.77,2,147,0
low,1,0.67,2,203,0
low,0,0.38,3,145,1
medium,0,0.99,3,183,0
low,0,0.66,6,202,0
low,0,0.12,2,136,1
medium,0,0.84,3,246,0
low,1,0.63,6,246,0
low,0,0.94,3,254,0
medium,1,0.82,2,261,0
high,0,0.49,3,226,0
low,0,0.83,3,223,0
low,0,0.7,3,178,0
low,0,0.65,3,218,0
medium,0,0.7,2,158,0
high,0,0.21,5,207,0
medium,0,0.63,4,226,0
low,0,0.43,3,147,1
low,0,0.61,3,137,0
low,0,0.38,3,151,1
high,0,0.58,3,180,0
low,0,0.54,2,251,0
low,0,0.99,2,167,0
medium,1,0.49,3,267,0
medium,1,0.45,3,268,0
medium,0,0.71,3,255,0
low,1,0.57,3,250,0
low,1,0.59,3,166,0
medium,0,0.56,3,223,0
high,0,0.7,8,162,0
medium,0,0.89,3,137,0
low,0,1.0,3,156,0
medium,0,0.09,4,298,1
medium,0,0.9,3,264,0
low,0,0.88,5,219,1
low,0,0.85,2,216,0
low,1,0.68,3,169,0
medium,0,0.78,5,256,1
medium,0,0.14,3,236,1
low,0,0.4,3,132,1
medium,0,0.99,3,196,0
low,0,0.86,4,252,0
low,0,0.38,3,151,1
low,0,0.36,5,162,0
medium,0,0.83,2,260,0
medium,0,0.83,7,271,0
low,0,0.95,2,283,0
high,0,0.6,3,204,0
medium,0,0.57,5,112,0
low,1,0.51,3,208,0
low,0,0.4,3,142,1
low,1,0.21,3,223,0
low,0,0.45,3,128,1
low,0,0.63,4,171,0
medium,0,0.62,4,212,0
medium,1,0.89,4,130,1
medium,0,0.52,2,239,0
low,0,0.71,3,173,0
low,0,0.39,3,138,1
low,0,0.89,3,191,0
low,1,0.65,2,283,0
medium,0,0.53,6,128,0
high,1,0.55,3,220,0
medium,1,0.61,3,156,0
medium,0,0.8,8,211,0
medium,1,0.91,5,117,0
low,0,0.47,3,181,0
low,1,0.7,2,253,0
low,1,0.84,2,187,0
medium,1,0.55,2,101,0
medium,0,0.59,3,226,0
high,0,0.67,4,177,0
low,0,0.57,2,250,0
low,0,0.76,3,142,0
low,0,0.91,5,123,0
high,0,0.79,2,227,0
medium,1,0.49,3,171,0
medium,0,0.52,3,253,0
medium,0,0.5,2,172,0
low,0,0.11,4,310,1
high,1,0.72,3,189,0
low,1,0.44,3,132,0
medium,0,0.34,3,149,0
low,0,0.74,2,182,0
low,1,0.36,4,114,0
medium,0,0.44,3,155,1
medium,0,0.66,3,202,0
medium,0,0.74,3,142,0
low,0,0.36,3,130,1
high,0,0.69,6,195,0
high,0,0.76,2,234,0
medium,0,0.74,4,156,0
medium,0,0.38,3,156,1
low,0,0.85,5,245,1
medium,0,0.38,3,128,1
medium,0,0.1,3,179,1
medium,0,0.7,2,255,0
medium,1,0.92,4,236,0
low,0,0.55,4,237,0
low,0,0.32,5,240,0
low,0,0.18,2,227,0
high,0,0.15,7,144,0
medium,0,0.97,3,258,0
low,0,0.44,3,143,1
low,0,0.73,3,161,0
low,0,0.48,3,208,0
medium,0,0.86,6,245,1
medium,0,0.95,3,183,0
low,0,0.17,6,151,0
medium,0,0.79,2,266,0
low,0,0.38,3,156,1
low,0,0.45,2,268,0
low,0,0.79,2,232,0
low,0,0.48,2,183,0
low,0,0.69,3,220,0
low,0,0.74,3,262,0
medium,1,0.81,10,134,0
high,0,0.61,2,198,0
medium,0,0.92,4,96,0
low,0,0.87,8,225,0
high,0,0.18,6,185,0
medium,1,0.7,2,142,0
medium,0,0.7,3,181,0
medium,0,0.6,2,201,0
medium,0,0.66,2,206,0
low,1,0.66,4,203,0
low,1,0.56,3,269,0
low,0,0.73,4,206,0
medium,0,0.56,2,155,0
medium,0,0.86,2,261,0
medium,0,0.86,5,268,1
medium,0,0.1,4,286,1
medium,0,0.65,4,241,0
high,0,0.42,3,128,1
medium,1,0.63,2,177,0
high,0,0.21,6,245,0
low,0,0.11,5,282,1
medium,0,0.7,3,134,0
medium,0,0.54,3,163,0
low,0,0.96,2,202,0
low,0,0.83,3,248,0
medium,0,0.4,3,156,1
low,0,0.92,3,184,0
low,0,0.94,3,220,0
medium,0,0.74,3,277,1
medium,0,0.92,8,176,0
low,0,0.85,3,179,0
high,1,0.71,2,172,0
low,1,0.5,3,166,0
medium,0,0.55,2,144,0
low,0,0.71,3,249,0
low,0,0.3,2,155,0
low,0,0.15,6,265,0
low,0,0.27,3,278,1
low,0,0.13,6,264,0
medium,0,0.89,3,252,0
low,1,0.31,3,240,0
low,0,0.89,3,268,0
medium,0,0.18,4,251,0
medium,0,0.65,3,173,0
medium,0,0.96,3,137,0
medium,1,0.94,2,218,0
medium,1,0.5,3,137,0
medium,0,0.85,2,174,0
low,0,0.92,2,260,0
high,1,0.99,4,196,0
medium,0,0.83,3,168,0
low,0,0.11,4,251,1
medium,0,0.83,3,228,0
medium,0,0.96,2,150,0
medium,0,0.59,3,179,0
medium,0,0.62,3,143,0
low,0,0.83,4,262,0
medium,1,0.93,2,273,0
low,0,0.5,4,121,0
medium,0,0.24,5,228,0
low,0,0.97,3,160,0
medium,0,0.19,6,198,0
medium,0,0.79,5,257,1
low,0,0.55,3,252,0
medium,0,0.69,4,266,0
low,0,0.65,3,192,0
high,0,0.86,2,178,0
low,0,0.44,4,147,0
low,0,0.38,3,154,1
low,1,0.59,3,258,0
medium,0,0.86,2,230,0
low,0,0.5,2,252,0
medium,0,0.74,3,126,0
medium,0,0.1,4,247,1
medium,0,0.93,2,222,0
low,0,0.6,2,195,0
low,0,0.22,2,162,0
low,0,0.31,5,197,0
low,0,0.1,4,298,1
low,0,0.16,6,229,0
low,0,0.1,4,284,1
high,0,0.24,5,152,0
high,0,0.66,3,152,0
medium,0,0.6,2,226,0
high,0,0.51,4,205,0
low,0,0.95,3,220,0
low,0,0.96,3,185,0
medium,1,0.5,2,224,0
medium,1,0.56,3,156,0
low,0,0.81,2,166,0
low,0,0.65,3,134,0
medium,0,0.84,3,204,0
high,0,0.73,4,202,0
medium,0,0.66,3,139,0
medium,1,0.64,3,226,0
medium,1,0.37,2,169,0
medium,0,0.87,3,236,0
medium,0,0.75,3,235,0
medium,0,0.21,4,142,0
high,0,0.57,2,177,0
medium,0,0.49,4,201,0
medium,0,0.87,3,233,0
high,0,0.41,3,135,0
low,0,0.66,5,264,0
low,0,0.53,5,263,0
low,0,0.4,3,131,1
low,0,0.65,3,149,0
low,0,0.25,5,271,0
medium,0,0.45,3,151,0
medium,0,0.89,3,230,0
medium,1,0.09,4,254,1
medium,0,0.66,2,262,0
high,0,0.89,3,144,0
low,1,0.63,3,197,0
medium,0,0.67,2,161,0
medium,0,0.52,3,219,0
medium,0,0.93,4,261,0
medium,0,0.64,4,109,0
low,0,0.61,3,240,0
medium,0,0.5,2,108,0
low,0,0.51,3,189,0
low,0,0.76,2,246,0
medium,1,0.77,4,243,0
low,0,0.75,3,181,0
low,0,0.6,2,266,0
medium,0,0.68,3,201,0
low,0,0.49,2,156,0
medium,1,0.79,3,177,0
medium,0,0.87,4,190,0
low,0,0.64,2,215,0
low,0,0.74,3,210,0
medium,1,0.76,2,150,0
medium,0,0.85,3,171,0
low,0,0.81,3,151,0
low,1,0.68,2,247,0
medium,0,0.85,2,178,0
medium,0,0.52,2,171,0
low,0,0.71,2,271,0
low,0,0.09,4,271,1
low,0,0.36,3,145,1
low,0,0.81,3,135,0
high,0,0.18,3,264,0
medium,0,0.51,4,162,0
low,0,0.57,4,254,0
high,0,0.92,2,172,0
low,0,0.55,2,242,0
medium,0,0.72,2,211,0
high,0,0.82,2,214,0
high,0,0.97,3,134,0
low,0,0.7,2,260,0
medium,0,0.91,2,239,0
medium,0,0.95,3,250,0
low,0,0.45,3,151,1
low,0,0.41,3,143,1
medium,0,0.57,3,171,0
medium,1,0.74,10,274,0
medium,0,0.59,3,126,0
medium,1,0.62,2,149,0
